instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt_hourly,cnt_daily
9269,2012-01-27,1,1,1,2,0,5,1,1,0.42,0.4242,0.94,0.1343,2,11,13,3456
9270,2012-01-27,1,1,1,3,0,5,1,2,0.42,0.4242,0.94,0.2836,3,5,8,3456
9271,2012-01-27,1,1,1,4,0,5,1,2,0.4,0.4091,1.0,0.2985,1,3,4,3456
9272,2012-01-27,1,1,1,5,0,5,1,2,0.42,0.4242,0.94,0.3284,0,24,24,3456
9273,2012-01-27,1,1,1,6,0,5,1,2,0.42,0.4242,1.0,0.3284,0,72,72,3456
9274,2012-01-27,1,1,1,7,0,5,1,2,0.42,0.4242,1.0,0.2985,6,128,134,3456
9275,2012-01-27,1,1,1,8,0,5,1,3,0.5,0.4848,0.88,0.2836,14,206,220,3456
9276,2012-01-27,1,1,1,9,0,5,1,3,0.5,0.4848,0.88,0.2836,6,101,107,3456
9277,2012-01-27,1,1,1,10,0,5,1,3,0.48,0.4697,1.0,0.1642,9,117,126,3456
9278,2012-01-27,1,1,1,11,0,5,1,2,0.48,0.4697,0.94,0.1343,10,95,105,3456
9279,2012-01-27,1,1,1,12,0,5,1,2,0.5,0.4848,0.88,0.1642,25,155,180,3456
9280,2012-01-27,1,1,1,13,0,5,1,1,0.5,0.4848,0.59,0.4627,26,175,201,3456
9281,2012-01-27,1,1,1,14,0,5,1,1,0.5,0.4848,0.55,0.5522,23,153,176,3456
9282,2012-01-27,1,1,1,15,0,5,1,1,0.48,0.4697,0.51,0.3284,27,170,197,3456
9283,2012-01-27,1,1,1,16,0,5,1,1,0.44,0.4394,0.51,0.5522,26,241,267,3456
9284,2012-01-27,1,1,1,17,0,5,1,1,0.42,0.4242,0.5,0.5821,16,406,422,3456
9285,2012-01-27,1,1,1,18,0,5,1,1,0.4,0.4091,0.5,0.4925,20,363,383,3456
9286,2012-01-27,1,1,1,19,0,5,1,1,0.36,0.3333,0.5,0.3881,10,241,251,3456
9287,2012-01-27,1,1,1,20,0,5,1,1,0.34,0.303,0.53,0.3582,6,153,159,3456
9288,2012-01-27,1,1,1,21,0,5,1,1,0.34,0.2879,0.53,0.5224,8,127,135,3456
9289,2012-01-27,1,1,1,22,0,5,1,1,0.34,0.303,0.49,0.3881,11,108,119,3456
9290,2012-01-27,1,1,1,23,0,5,1,1,0.32,0.2879,0.49,0.4179,8,78,86,3456
9291,2012-01-28,1,1,1,0,0,6,0,1,0.3,0.2879,0.52,0.2836,1,68,69,4023
9292,2012-01-28,1,1,1,1,0,6,0,1,0.3,0.303,0.52,0.1642,1,57,58,4023
9293,2012-01-28,1,1,1,2,0,6,0,1,0.26,0.303,0.6,0.0,3,38,41,4023
9294,2012-01-28,1,1,1,3,0,6,0,1,0.26,0.2879,0.6,0.0896,1,16,17,4023
9295,2012-01-28,1,1,1,4,0,6,0,1,0.26,0.2576,0.6,0.1642,0,8,8,4023
9296,2012-01-28,1,1,1,5,0,6,0,1,0.24,0.2576,0.75,0.0896,0,10,10,4023
9297,2012-01-28,1,1,1,6,0,6,0,1,0.24,0.2879,0.7,0.0,3,12,15,4023
9298,2012-01-28,1,1,1,7,0,6,0,1,0.22,0.2727,0.75,0.0,3,28,31,4023
9299,2012-01-28,1,1,1,8,0,6,0,1,0.2,0.2273,0.8,0.0896,9,82,91,4023
9300,2012-01-28,1,1,1,9,0,6,0,1,0.22,0.2727,0.8,0.0,13,145,158,4023
9301,2012-01-28,1,1,1,10,0,6,0,1,0.26,0.2727,0.7,0.1343,27,164,191,4023
9302,2012-01-28,1,1,1,11,0,6,0,1,0.3,0.303,0.56,0.1343,55,241,296,4023
9303,2012-01-28,1,1,1,12,0,6,0,1,0.3,0.2879,0.61,0.2836,70,244,314,4023
9304,2012-01-28,1,1,1,13,0,6,0,1,0.34,0.3182,0.57,0.2537,80,293,373,4023
9305,2012-01-28,1,1,1,14,0,6,0,1,0.38,0.3939,0.5,0.3881,123,239,362,4023
9306,2012-01-28,1,1,1,15,0,6,0,1,0.4,0.4091,0.47,0.3284,90,320,410,4023
9307,2012-01-28,1,1,1,16,0,6,0,1,0.42,0.4242,0.44,0.3582,131,276,407,4023
9308,2012-01-28,1,1,1,17,0,6,0,1,0.42,0.4242,0.44,0.3881,57,233,290,4023
9309,2012-01-28,1,1,1,18,0,6,0,1,0.42,0.4242,0.41,0.2239,40,201,241,4023
9310,2012-01-28,1,1,1,19,0,6,0,2,0.42,0.4242,0.41,0.5522,33,173,206,4023
9311,2012-01-28,1,1,1,20,0,6,0,1,0.4,0.4091,0.35,0.3881,5,115,120,4023
9312,2012-01-28,1,1,1,21,0,6,0,1,0.36,0.3333,0.29,0.3582,18,109,127,4023
9313,2012-01-28,1,1,1,22,0,6,0,1,0.34,0.3333,0.34,0.194,6,97,103,4023
9314,2012-01-28,1,1,1,23,0,6,0,1,0.32,0.3182,0.31,0.194,6,79,85,4023
9315,2012-01-29,1,1,1,0,0,0,0,1,0.3,0.2879,0.33,0.2239,15,81,96,3243
9316,2012-01-29,1,1,1,1,0,0,0,1,0.3,0.2727,0.28,0.3582,5,68,73,3243
9317,2012-01-29,1,1,1,2,0,0,0,1,0.28,0.2576,0.26,0.3284,3,48,51,3243
9318,2012-01-29,1,1,1,3,0,0,0,1,0.26,0.2576,0.28,0.194,4,17,21,3243
9319,2012-01-29,1,1,1,4,0,0,0,1,0.24,0.2576,0.3,0.0,0,5,5,3243
9320,2012-01-29,1,1,1,5,0,0,0,1,0.2,0.2121,0.51,0.1343,1,6,7,3243
9321,2012-01-29,1,1,1,6,0,0,0,1,0.2,0.2273,0.4,0.1045,1,4,5,3243
9322,2012-01-29,1,1,1,7,0,0,0,1,0.2,0.2121,0.37,0.1343,0,12,12,3243
9323,2012-01-29,1,1,1,8,0,0,0,1,0.18,0.197,0.4,0.1343,9,61,70,3243
9324,2012-01-29,1,1,1,9,0,0,0,1,0.18,0.197,0.43,0.1343,13,98,111,3243
9325,2012-01-29,1,1,1,10,0,0,0,1,0.24,0.2424,0.35,0.1343,38,153,191,3243
9326,2012-01-29,1,1,1,11,0,0,0,1,0.28,0.2727,0.28,0.2239,57,198,255,3243
9327,2012-01-29,1,1,1,12,0,0,0,1,0.32,0.303,0.26,0.2239,73,215,288,3243
9328,2012-01-29,1,1,1,13,0,0,0,1,0.32,0.303,0.26,0.2239,78,238,316,3243
9329,2012-01-29,1,1,1,14,0,0,0,1,0.32,0.303,0.26,0.2537,51,229,280,3243
9330,2012-01-29,1,1,1,15,0,0,0,1,0.36,0.3333,0.25,0.2836,68,242,310,3243
9331,2012-01-29,1,1,1,16,0,0,0,1,0.36,0.3333,0.21,0.4179,54,268,322,3243
9332,2012-01-29,1,1,1,17,0,0,0,1,0.36,0.3333,0.21,0.4179,33,201,234,3243
9333,2012-01-29,1,1,1,18,0,0,0,1,0.34,0.303,0.23,0.3582,17,151,168,3243
9334,2012-01-29,1,1,1,19,0,0,0,1,0.32,0.303,0.29,0.2537,14,145,159,3243
9335,2012-01-29,1,1,1,20,0,0,0,1,0.3,0.2879,0.39,0.2239,13,98,111,3243
9336,2012-01-29,1,1,1,21,0,0,0,1,0.3,0.2879,0.33,0.2836,0,69,69,3243
9337,2012-01-29,1,1,1,22,0,0,0,1,0.32,0.2879,0.26,0.3881,7,57,64,3243
9338,2012-01-29,1,1,1,23,0,0,0,1,0.3,0.2727,0.33,0.3284,4,21,25,3243
9339,2012-01-30,1,1,1,0,0,1,1,2,0.32,0.2879,0.26,0.4179,0,10,10,3624
9340,2012-01-30,1,1,1,1,0,1,1,1,0.26,0.2273,0.6,0.3582,0,9,9,3624
9341,2012-01-30,1,1,1,2,0,1,1,1,0.24,0.2121,0.48,0.3582,1,6,7,3624
9342,2012-01-30,1,1,1,3,0,1,1,1,0.24,0.2273,0.48,0.194,0,4,4,3624
9343,2012-01-30,1,1,1,4,0,1,1,1,0.2,0.2121,0.51,0.1343,0,5,5,3624
9344,2012-01-30,1,1,1,5,0,1,1,1,0.2,0.2121,0.51,0.1343,0,26,26,3624
9345,2012-01-30,1,1,1,6,0,1,1,1,0.22,0.2121,0.44,0.2537,0,80,80,3624
9346,2012-01-30,1,1,1,7,0,1,1,1,0.22,0.2121,0.44,0.2836,4,221,225,3624
9347,2012-01-30,1,1,1,8,0,1,1,1,0.2,0.197,0.47,0.2239,12,481,493,3624
9348,2012-01-30,1,1,1,9,0,1,1,1,0.2,0.197,0.47,0.2239,5,193,198,3624
9349,2012-01-30,1,1,1,10,0,1,1,1,0.22,0.2121,0.41,0.2836,3,82,85,3624
9350,2012-01-30,1,1,1,11,0,1,1,1,0.26,0.2576,0.38,0.0,6,93,99,3624
9351,2012-01-30,1,1,1,12,0,1,1,1,0.26,0.2273,0.35,0.3881,5,129,134,3624
9352,2012-01-30,1,1,1,13,0,1,1,1,0.3,0.2879,0.31,0.194,15,117,132,3624
9353,2012-01-30,1,1,1,14,0,1,1,1,0.32,0.3333,0.24,0.1343,15,100,115,3624
9354,2012-01-30,1,1,1,15,0,1,1,1,0.32,0.3182,0.24,0.194,7,131,138,3624
9355,2012-01-30,1,1,1,16,0,1,1,1,0.34,0.3333,0.25,0.194,11,210,221,3624
9356,2012-01-30,1,1,1,17,0,1,1,1,0.36,0.3485,0.21,0.194,16,422,438,3624
9357,2012-01-30,1,1,1,18,0,1,1,1,0.34,0.3333,0.23,0.1642,11,399,410,3624
9358,2012-01-30,1,1,1,19,0,1,1,1,0.3,0.3182,0.45,0.1045,8,298,306,3624
9359,2012-01-30,1,1,1,20,0,1,1,1,0.3,0.303,0.39,0.1642,2,179,181,3624
9360,2012-01-30,1,1,1,21,0,1,1,1,0.3,0.303,0.42,0.1642,3,159,162,3624
9361,2012-01-30,1,1,1,22,0,1,1,1,0.28,0.2727,0.48,0.2239,2,92,94,3624
9362,2012-01-30,1,1,1,23,0,1,1,1,0.26,0.2576,0.6,0.194,0,52,52,3624
9363,2012-01-31,1,1,1,0,0,2,1,1,0.28,0.2727,0.52,0.2537,0,15,15,4509
9364,2012-01-31,1,1,1,1,0,2,1,1,0.3,0.2727,0.42,0.2985,1,7,8,4509
9365,2012-01-31,1,1,1,2,0,2,1,1,0.3,0.2879,0.42,0.2239,0,2,2,4509
9366,2012-01-31,1,1,1,3,0,2,1,1,0.3,0.2879,0.45,0.2239,0,2,2,4509
9367,2012-01-31,1,1,1,4,0,2,1,1,0.3,0.2879,0.49,0.194,0,1,1,4509
9368,2012-01-31,1,1,1,5,0,2,1,1,0.3,0.2879,0.49,0.194,0,22,22,4509
9369,2012-01-31,1,1,1,6,0,2,1,1,0.28,0.2727,0.52,0.1642,0,104,104,4509
9370,2012-01-31,1,1,1,7,0,2,1,1,0.26,0.2576,0.6,0.194,6,273,279,4509
9371,2012-01-31,1,1,1,8,0,2,1,1,0.26,0.2727,0.6,0.1045,14,498,512,4509
9372,2012-01-31,1,1,1,9,0,2,1,1,0.3,0.2879,0.52,0.194,30,231,261,4509
9373,2012-01-31,1,1,1,10,0,2,1,2,0.32,0.3182,0.57,0.194,34,110,144,4509
9374,2012-01-31,1,1,1,11,0,2,1,1,0.4,0.4091,0.37,0.2836,14,125,139,4509
9375,2012-01-31,1,1,1,12,0,2,1,1,0.4,0.4091,0.43,0.2985,13,181,194,4509
9376,2012-01-31,1,1,1,13,0,2,1,1,0.46,0.4545,0.36,0.2239,27,171,198,4509
9377,2012-01-31,1,1,1,14,0,2,1,1,0.5,0.4848,0.29,0.3284,18,142,160,4509
9378,2012-01-31,1,1,1,15,0,2,1,1,0.54,0.5152,0.26,0.4478,27,150,177,4509
9379,2012-01-31,1,1,1,16,0,2,1,1,0.54,0.5152,0.26,0.4478,30,277,307,4509
9380,2012-01-31,1,1,1,17,0,2,1,1,0.54,0.5152,0.26,0.4179,41,518,559,4509
9381,2012-01-31,1,1,1,18,0,2,1,1,0.54,0.5152,0.24,0.3582,16,486,502,4509
9382,2012-01-31,1,1,1,19,0,2,1,1,0.5,0.4848,0.29,0.2836,22,306,328,4509
9383,2012-01-31,1,1,1,20,0,2,1,1,0.4,0.4091,0.58,0.1045,15,223,238,4509
9384,2012-01-31,1,1,1,21,0,2,1,1,0.46,0.4545,0.33,0.2985,3,162,165,4509
9385,2012-01-31,1,1,1,22,0,2,1,1,0.44,0.4394,0.35,0.2985,11,118,129,4509
9386,2012-01-31,1,1,1,23,0,2,1,1,0.44,0.4394,0.38,0.2537,2,61,63,4509
9387,2012-02-01,1,1,2,0,0,3,1,1,0.44,0.4394,0.38,0.2836,0,31,31,4579
9388,2012-02-01,1,1,2,1,0,3,1,1,0.44,0.4394,0.41,0.2836,0,4,4,4579
9389,2012-02-01,1,1,2,2,0,3,1,1,0.44,0.4394,0.44,0.2836,1,6,7,4579
9390,2012-02-01,1,1,2,3,0,3,1,1,0.44,0.4394,0.44,0.194,0,3,3,4579
9391,2012-02-01,1,1,2,4,0,3,1,1,0.4,0.4091,0.5,0.1642,0,1,1,4579
9392,2012-02-01,1,1,2,5,0,3,1,1,0.4,0.4091,0.5,0.1642,0,18,18,4579
9393,2012-02-01,1,1,2,6,0,3,1,3,0.4,0.4091,0.54,0.1642,0,67,67,4579
9394,2012-02-01,1,1,2,7,0,3,1,3,0.38,0.3939,0.62,0.0896,7,201,208,4579
9395,2012-02-01,1,1,2,8,0,3,1,3,0.36,0.3636,0.73,0.1045,15,505,520,4579
9396,2012-02-01,1,1,2,9,0,3,1,2,0.36,0.3485,0.71,0.194,9,267,276,4579
9397,2012-02-01,1,1,2,10,0,3,1,1,0.4,0.4091,0.62,0.1343,9,124,133,4579
9398,2012-02-01,1,1,2,11,0,3,1,1,0.4,0.4091,0.58,0.1642,27,116,143,4579
9399,2012-02-01,1,1,2,12,0,3,1,1,0.44,0.4394,0.54,0.1045,26,153,179,4579
9400,2012-02-01,1,1,2,13,0,3,1,1,0.46,0.4545,0.47,0.2239,12,174,186,4579
9401,2012-02-01,1,1,2,14,0,3,1,1,0.62,0.6212,0.33,0.2239,33,159,192,4579
9402,2012-02-01,1,1,2,15,0,3,1,1,0.6,0.6212,0.35,0.2836,25,169,194,4579
9403,2012-02-01,1,1,2,16,0,3,1,1,0.6,0.6212,0.4,0.2239,22,261,283,4579
9404,2012-02-01,1,1,2,17,0,3,1,1,0.58,0.5455,0.43,0.194,31,508,539,4579
9405,2012-02-01,1,1,2,18,0,3,1,1,0.56,0.5303,0.46,0.1642,12,514,526,4579
9406,2012-02-01,1,1,2,19,0,3,1,1,0.54,0.5152,0.52,0.2836,20,315,335,4579
9407,2012-02-01,1,1,2,20,0,3,1,1,0.52,0.5,0.52,0.1642,10,254,264,4579
9408,2012-02-01,1,1,2,21,0,3,1,1,0.52,0.5,0.52,0.1642,16,217,233,4579
9409,2012-02-01,1,1,2,22,0,3,1,1,0.5,0.4848,0.55,0.194,7,133,140,4579
9410,2012-02-01,1,1,2,23,0,3,1,1,0.46,0.4545,0.63,0.0896,22,75,97,4579
9411,2012-02-02,1,1,2,0,0,4,1,1,0.46,0.4545,0.59,0.1343,7,24,31,3761
9412,2012-02-02,1,1,2,1,0,4,1,2,0.46,0.4545,0.55,0.0,3,14,17,3761
9413,2012-02-02,1,1,2,2,0,4,1,2,0.42,0.4242,0.67,0.1343,2,7,9,3761
9414,2012-02-02,1,1,2,3,0,4,1,2,0.42,0.4242,0.67,0.1343,0,2,2,3761
9415,2012-02-02,1,1,2,4,0,4,1,3,0.4,0.4091,0.82,0.0896,0,1,1,3761
9416,2012-02-02,1,1,2,5,0,4,1,3,0.4,0.4091,0.82,0.0,0,19,19,3761
9417,2012-02-02,1,1,2,6,0,4,1,3,0.36,0.3788,0.9,0.0,1,73,74,3761
9418,2012-02-02,1,1,2,7,0,4,1,3,0.36,0.3788,0.93,0.0,4,201,205,3761
9419,2012-02-02,1,1,2,8,0,4,1,3,0.4,0.4091,0.87,0.0,9,436,445,3761
9420,2012-02-02,1,1,2,9,0,4,1,3,0.38,0.3939,0.87,0.0,15,213,228,3761
9421,2012-02-02,1,1,2,10,0,4,1,3,0.42,0.4242,0.77,0.1045,6,72,78,3761
9422,2012-02-02,1,1,2,11,0,4,1,3,0.4,0.4091,0.82,0.2537,6,99,105,3761
9423,2012-02-02,1,1,2,12,0,4,1,1,0.42,0.4242,0.82,0.0,8,140,148,3761
9424,2012-02-02,1,1,2,13,0,4,1,2,0.42,0.4242,0.77,0.0,13,124,137,3761
9425,2012-02-02,1,1,2,14,0,4,1,1,0.4,0.4091,0.76,0.1045,12,129,141,3761
9426,2012-02-02,1,1,2,15,0,4,1,1,0.46,0.4545,0.67,0.1642,24,150,174,3761
9427,2012-02-02,1,1,2,16,0,4,1,1,0.46,0.4545,0.55,0.2836,18,211,229,3761
9428,2012-02-02,1,1,2,17,0,4,1,1,0.42,0.4242,0.54,0.4925,13,437,450,3761
9429,2012-02-02,1,1,2,18,0,4,1,1,0.4,0.4091,0.43,0.4627,17,393,410,3761
9430,2012-02-02,1,1,2,19,0,4,1,1,0.38,0.3939,0.43,0.5224,16,311,327,3761
9431,2012-02-02,1,1,2,20,0,4,1,1,0.36,0.3182,0.46,0.5224,9,204,213,3761
9432,2012-02-02,1,1,2,21,0,4,1,1,0.34,0.303,0.46,0.4179,4,144,148,3761
9433,2012-02-02,1,1,2,22,0,4,1,1,0.32,0.2879,0.49,0.4179,3,106,109,3761
9434,2012-02-02,1,1,2,23,0,4,1,1,0.32,0.303,0.49,0.2537,0,61,61,3761
9435,2012-02-03,1,1,2,0,0,5,1,1,0.32,0.2879,0.53,0.3881,1,37,38,4151
9436,2012-02-03,1,1,2,1,0,5,1,1,0.3,0.2727,0.56,0.3284,3,19,22,4151
9437,2012-02-03,1,1,2,2,0,5,1,1,0.3,0.2879,0.52,0.2239,0,6,6,4151
9438,2012-02-03,1,1,2,3,0,5,1,1,0.28,0.2576,0.56,0.2985,0,4,4,4151
9439,2012-02-03,1,1,2,4,0,5,1,1,0.26,0.2576,0.6,0.2239,0,2,2,4151
9440,2012-02-03,1,1,2,5,0,5,1,1,0.26,0.2576,0.6,0.2239,0,17,17,4151
9441,2012-02-03,1,1,2,6,0,5,1,1,0.24,0.2424,0.65,0.1642,0,88,88,4151
9442,2012-02-03,1,1,2,7,0,5,1,1,0.24,0.2273,0.65,0.2239,10,216,226,4151
9443,2012-02-03,1,1,2,8,0,5,1,1,0.24,0.2273,0.65,0.2239,12,429,441,4151
9444,2012-02-03,1,1,2,9,0,5,1,1,0.24,0.2273,0.65,0.194,18,252,270,4151
9445,2012-02-03,1,1,2,10,0,5,1,1,0.28,0.2576,0.56,0.2836,15,114,129,4151
9446,2012-02-03,1,1,2,11,0,5,1,1,0.32,0.303,0.53,0.2985,15,149,164,4151
9447,2012-02-03,1,1,2,12,0,5,1,1,0.34,0.3333,0.46,0.1343,25,191,216,4151
9448,2012-02-03,1,1,2,13,0,5,1,1,0.36,0.3636,0.46,0.0,25,173,198,4151
9449,2012-02-03,1,1,2,14,0,5,1,1,0.36,0.3485,0.46,0.2239,22,148,170,4151
9450,2012-02-03,1,1,2,15,0,5,1,1,0.38,0.3939,0.4,0.0,48,168,216,4151
9451,2012-02-03,1,1,2,16,0,5,1,1,0.4,0.4091,0.37,0.1045,36,275,311,4151
9452,2012-02-03,1,1,2,17,0,5,1,1,0.4,0.4091,0.37,0.0896,30,458,488,4151
9453,2012-02-03,1,1,2,18,0,5,1,1,0.38,0.3939,0.4,0.1343,17,368,385,4151
9454,2012-02-03,1,1,2,19,0,5,1,1,0.34,0.3485,0.49,0.1045,11,256,267,4151
9455,2012-02-03,1,1,2,20,0,5,1,1,0.34,0.3485,0.49,0.1045,8,155,163,4151
9456,2012-02-03,1,1,2,21,0,5,1,1,0.34,0.3485,0.49,0.1045,8,126,134,4151
9457,2012-02-03,1,1,2,22,0,5,1,1,0.34,0.3485,0.49,0.1045,3,116,119,4151
9458,2012-02-03,1,1,2,23,0,5,1,1,0.26,0.2727,0.7,0.1045,3,74,77,4151
9459,2012-02-04,1,1,2,0,0,6,0,1,0.26,0.2727,0.7,0.1045,10,76,86,2832
9460,2012-02-04,1,1,2,1,0,6,0,1,0.26,0.2727,0.7,0.1045,0,43,43,2832
9461,2012-02-04,1,1,2,2,0,6,0,1,0.24,0.2576,0.7,0.0896,6,38,44,2832
9462,2012-02-04,1,1,2,3,0,6,0,1,0.24,0.2879,0.75,0.0,1,17,18,2832
9463,2012-02-04,1,1,2,4,0,6,0,1,0.24,0.2576,0.81,0.0896,1,5,6,2832
9464,2012-02-04,1,1,2,5,0,6,0,1,0.24,0.2576,0.81,0.0896,1,3,4,2832
9465,2012-02-04,1,1,2,6,0,6,0,1,0.22,0.2273,0.87,0.1343,1,4,5,2832
9466,2012-02-04,1,1,2,7,0,6,0,2,0.24,0.2424,0.87,0.1343,1,27,28,2832
9467,2012-02-04,1,1,2,8,0,6,0,1,0.24,0.2879,0.87,0.0,4,86,90,2832
9468,2012-02-04,1,1,2,9,0,6,0,1,0.24,0.2424,0.81,0.1343,16,141,157,2832
9469,2012-02-04,1,1,2,10,0,6,0,1,0.24,0.2576,0.87,0.1045,31,193,224,2832
9470,2012-02-04,1,1,2,11,0,6,0,1,0.3,0.3333,0.7,0.0,46,224,270,2832
9471,2012-02-04,1,1,2,12,0,6,0,2,0.3,0.3182,0.7,0.0896,40,260,300,2832
9472,2012-02-04,1,1,2,13,0,6,0,2,0.3,0.2879,0.7,0.194,58,244,302,2832
9473,2012-02-04,1,1,2,14,0,6,0,2,0.32,0.303,0.66,0.2239,47,229,276,2832
9474,2012-02-04,1,1,2,15,0,6,0,2,0.32,0.303,0.66,0.2239,61,244,305,2832
9475,2012-02-04,1,1,2,16,0,6,0,2,0.34,0.3333,0.61,0.1642,20,123,143,2832
9476,2012-02-04,1,1,2,17,0,6,0,3,0.3,0.2879,0.7,0.194,13,54,67,2832
9477,2012-02-04,1,1,2,18,0,6,0,3,0.28,0.2727,0.75,0.1642,6,58,64,2832
9478,2012-02-04,1,1,2,19,0,6,0,3,0.26,0.2727,0.87,0.1343,5,75,80,2832
9479,2012-02-04,1,1,2,20,0,6,0,3,0.24,0.2273,0.93,0.194,4,73,77,2832
9480,2012-02-04,1,1,2,21,0,6,0,3,0.24,0.2424,0.93,0.1343,4,74,78,2832
9481,2012-02-04,1,1,2,22,0,6,0,2,0.24,0.2576,0.87,0.0896,4,91,95,2832
9482,2012-02-04,1,1,2,23,0,6,0,2,0.24,0.2424,0.87,0.1343,4,66,70,2832
9483,2012-02-05,1,1,2,0,0,0,0,2,0.24,0.2424,0.87,0.1343,3,58,61,2947
9484,2012-02-05,1,1,2,1,0,0,0,2,0.24,0.2576,0.93,0.1045,5,46,51,2947
9485,2012-02-05,1,1,2,2,0,0,0,2,0.24,0.2576,0.93,0.1045,4,59,63,2947
9486,2012-02-05,1,1,2,3,0,0,0,3,0.24,0.2576,0.87,0.0896,4,13,17,2947
9487,2012-02-05,1,1,2,4,0,0,0,2,0.24,0.2424,0.87,0.1343,0,9,9,2947
9488,2012-02-05,1,1,2,5,0,0,0,3,0.26,0.2576,0.81,0.194,0,4,4,2947
9489,2012-02-05,1,1,2,6,0,0,0,2,0.26,0.2424,0.7,0.2537,0,4,4,2947
9490,2012-02-05,1,1,2,7,0,0,0,2,0.24,0.2424,0.75,0.1642,0,16,16,2947
9491,2012-02-05,1,1,2,8,0,0,0,2,0.24,0.2424,0.75,0.1642,4,58,62,2947
9492,2012-02-05,1,1,2,9,0,0,0,2,0.24,0.2273,0.7,0.2239,9,83,92,2947
9493,2012-02-05,1,1,2,10,0,0,0,2,0.26,0.2424,0.65,0.2836,10,138,148,2947
9494,2012-02-05,1,1,2,11,0,0,0,2,0.26,0.2576,0.7,0.194,22,160,182,2947
9495,2012-02-05,1,1,2,12,0,0,0,2,0.26,0.2576,0.65,0.194,25,223,248,2947
9496,2012-02-05,1,1,2,13,0,0,0,2,0.28,0.2727,0.61,0.1642,33,241,274,2947
9497,2012-02-05,1,1,2,14,0,0,0,1,0.3,0.303,0.61,0.1642,40,203,243,2947
9498,2012-02-05,1,1,2,15,0,0,0,2,0.3,0.2879,0.56,0.2537,55,217,272,2947
9499,2012-02-05,1,1,2,16,0,0,0,1,0.3,0.2879,0.56,0.2239,35,261,296,2947
9500,2012-02-05,1,1,2,17,0,0,0,1,0.32,0.3182,0.53,0.1642,31,275,306,2947
9501,2012-02-05,1,1,2,18,0,0,0,1,0.3,0.2879,0.52,0.2537,10,171,181,2947
9502,2012-02-05,1,1,2,19,0,0,0,1,0.3,0.2879,0.52,0.2239,6,63,69,2947
9503,2012-02-05,1,1,2,20,0,0,0,1,0.28,0.2727,0.56,0.194,3,47,50,2947
9504,2012-02-05,1,1,2,21,0,0,0,1,0.28,0.2879,0.56,0.1045,6,60,66,2947
9505,2012-02-05,1,1,2,22,0,0,0,1,0.26,0.2727,0.6,0.1045,9,182,191,2947
9506,2012-02-05,1,1,2,23,0,0,0,1,0.24,0.2424,0.7,0.1343,4,38,42,2947
9507,2012-02-06,1,1,2,0,0,1,1,1,0.24,0.2424,0.65,0.1343,7,14,21,3784
9508,2012-02-06,1,1,2,1,0,1,1,1,0.22,0.2576,0.75,0.0896,0,6,6,3784
9509,2012-02-06,1,1,2,2,0,1,1,1,0.22,0.2727,0.75,0.0,0,3,3,3784
9510,2012-02-06,1,1,2,4,0,1,1,1,0.18,0.2121,0.8,0.1045,0,2,2,3784
9511,2012-02-06,1,1,2,5,0,1,1,1,0.18,0.2121,0.8,0.1045,0,17,17,3784
9512,2012-02-06,1,1,2,6,0,1,1,1,0.16,0.1818,0.86,0.1045,0,72,72,3784
9513,2012-02-06,1,1,2,7,0,1,1,1,0.16,0.1818,0.86,0.1045,5,229,234,3784
9514,2012-02-06,1,1,2,8,0,1,1,1,0.16,0.1818,0.86,0.1343,10,434,444,3784
9515,2012-02-06,1,1,2,9,0,1,1,1,0.18,0.2121,0.8,0.1045,8,269,277,3784
9516,2012-02-06,1,1,2,10,0,1,1,1,0.22,0.2424,0.75,0.1045,20,96,116,3784
9517,2012-02-06,1,1,2,11,0,1,1,1,0.26,0.2727,0.7,0.1343,12,104,116,3784
9518,2012-02-06,1,1,2,12,0,1,1,1,0.32,0.3182,0.61,0.1642,19,131,150,3784
9519,2012-02-06,1,1,2,13,0,1,1,1,0.38,0.3939,0.4,0.2239,17,124,141,3784
9520,2012-02-06,1,1,2,14,0,1,1,1,0.4,0.4091,0.35,0.1642,14,126,140,3784
9521,2012-02-06,1,1,2,15,0,1,1,1,0.42,0.4242,0.32,0.2836,25,146,171,3784
9522,2012-02-06,1,1,2,16,0,1,1,1,0.4,0.4091,0.43,0.2537,13,215,228,3784
9523,2012-02-06,1,1,2,17,0,1,1,1,0.4,0.4091,0.43,0.2537,13,417,430,3784
9524,2012-02-06,1,1,2,18,0,1,1,1,0.38,0.3939,0.43,0.2239,11,426,437,3784
9525,2012-02-06,1,1,2,19,0,1,1,1,0.36,0.3333,0.43,0.2537,7,284,291,3784
9526,2012-02-06,1,1,2,20,0,1,1,1,0.34,0.3333,0.46,0.1642,7,194,201,3784
9527,2012-02-06,1,1,2,21,0,1,1,1,0.32,0.3182,0.57,0.1642,11,143,154,3784
9528,2012-02-06,1,1,2,22,0,1,1,1,0.3,0.303,0.65,0.1343,4,83,87,3784
9529,2012-02-06,1,1,2,23,0,1,1,1,0.3,0.303,0.65,0.1343,3,43,46,3784
9530,2012-02-07,1,1,2,0,0,2,1,1,0.3,0.2879,0.7,0.194,1,22,23,4375
9531,2012-02-07,1,1,2,1,0,2,1,1,0.28,0.2879,0.61,0.1343,8,6,14,4375
9532,2012-02-07,1,1,2,2,0,2,1,1,0.3,0.3333,0.61,0.0,0,4,4,4375
